Date,Territory,Cured,Deaths,Confirmed
2021-04-17,Jammu and Kashmir,562,2,1144
2021-04-18,Jammu and Kashmir,852,3,1145
2021-04-19,Jammu and Kashmir,963,6,1526
2021-04-20,Jammu and Kashmir,813,6,1516
2021-04-21,Jammu and Kashmir,716,8,2030
2021-04-22,Jammu and Kashmir,733,13,2204
2021-04-23,Jammu and Kashmir,791,8,1965
2021-04-24,Jammu and Kashmir,1019,19,1937
2021-04-25,Jammu and Kashmir,944,15,2030
2021-04-26,Jammu and Kashmir,866,21,2381
2021-04-27,Jammu and Kashmir,1067,25,2135
2021-04-28,Jammu and Kashmir,1457,25,3164
2021-04-29,Jammu and Kashmir,963,30,3023
2021-04-30,Jammu and Kashmir,1617,26,3474
2021-05-01,Jammu and Kashmir,1287,30,3532
2021-05-02,Jammu and Kashmir,1801,47,3832
2021-05-03,Jammu and Kashmir,1453,40,3571
2021-05-04,Jammu and Kashmir,1536,51,3733
2021-05-05,Jammu and Kashmir,1878,37,4650
2021-05-06,Jammu and Kashmir,2338,52,4716
2021-05-07,Jammu and Kashmir,2836,52,4926
2021-05-08,Jammu and Kashmir,2752,50,5443
2021-05-09,Jammu and Kashmir,2500,60,4788
2021-05-10,Jammu and Kashmir,2423,54,5190
2021-05-11,Jammu and Kashmir,2855,56,3614
2021-05-12,Jammu and Kashmir,3537,65,4352
2021-05-13,Jammu and Kashmir,3603,65,4509
2021-05-14,Jammu and Kashmir,2995,55,4356
2021-05-15,Jammu and Kashmir,3814,60,3027
2021-05-16,Jammu and Kashmir,4140,63,3677
2021-05-17,Jammu and Kashmir,3934,59,4141
2021-05-18,Jammu and Kashmir,4042,73,3344
2021-05-19,Jammu and Kashmir,3823,71,3967
2020-04-08,Andhra Pradesh,4,1,39
2020-04-10,Andhra Pradesh,1,2,15
2020-04-14,Andhra Pradesh,3,2,41
2020-04-16,Andhra Pradesh,4,5,31
2020-04-18,Andhra Pradesh,6,1,31
2020-04-20,Andhra Pradesh,50,5,119
2020-04-21,Andhra Pradesh,4,2,35
2020-04-22,Andhra Pradesh,24,2,56
2020-04-23,Andhra Pradesh,21,3,82
2020-04-24,Andhra Pradesh,4,2,60
2020-04-25,Andhra Pradesh,26,2,106
2020-05-01,Andhra Pradesh,82,2,60
2020-05-04,Andhra Pradesh,36,3,67
2020-05-08,Andhra Pradesh,51,2,70
2020-05-09,Andhra Pradesh,62,3,40
2020-05-10,Andhra Pradesh,45,3,43
2020-05-11,Andhra Pradesh,38,1,50
2020-05-13,Andhra Pradesh,81,1,72
2020-05-14,Andhra Pradesh,86,1,47
2020-05-15,Andhra Pradesh,50,1,68
2020-05-17,Andhra Pradesh,101,1,48
2020-05-18,Andhra Pradesh,103,1,52
2020-05-20,Andhra Pradesh,69,2,58
2020-05-21,Andhra Pradesh,19,1,70
2020-05-23,Andhra Pradesh,54,2,62
2020-05-24,Andhra Pradesh,46,1,48
2020-05-27,Andhra Pradesh,113,1,61
2020-05-29,Andhra Pradesh,68,1,80
2020-05-30,Andhra Pradesh,101,1,185
2020-06-01,Andhra Pradesh,60,2,110
2020-06-02,Andhra Pradesh,29,2,104
2020-06-04,Andhra Pradesh,45,4,182
2020-06-05,Andhra Pradesh,73,3,143
2020-06-06,Andhra Pradesh,37,2,80
2020-06-08,Andhra Pradesh,62,2,198
2020-06-10,Andhra Pradesh,57,2,219
2020-06-11,Andhra Pradesh,97,1,199
2020-06-12,Andhra Pradesh,149,2,160
2020-06-14,Andhra Pradesh,90,2,285
2020-06-15,Andhra Pradesh,119,2,198
2020-06-16,Andhra Pradesh,2,4,293
2020-06-18,Andhra Pradesh,132,2,230
2020-06-19,Andhra Pradesh,148,2,447
2020-06-20,Andhra Pradesh,128,4,443
2020-06-21,Andhra Pradesh,194,5,491
2020-06-22,Andhra Pradesh,220,5,547
2020-06-23,Andhra Pradesh,164,5,373
2020-06-24,Andhra Pradesh,104,8,630
2020-06-25,Andhra Pradesh,180,5,329
2020-06-26,Andhra Pradesh,209,12,553
2020-06-27,Andhra Pradesh,208,12,605
2020-06-28,Andhra Pradesh,284,9,796
2020-06-29,Andhra Pradesh,428,12,956
2020-06-30,Andhra Pradesh,324,11,650
2020-07-01,Andhra Pradesh,279,7,704
2020-07-02,Andhra Pradesh,477,6,657
2020-07-03,Andhra Pradesh,325,5,845
2020-07-04,Andhra Pradesh,319,8,837
2020-07-05,Andhra Pradesh,376,12,765
2020-07-06,Andhra Pradesh,414,14,998
2020-07-07,Andhra Pradesh,498,7,1322
2020-07-08,Andhra Pradesh,825,13,1178
2020-07-09,Andhra Pradesh,1356,12,1062
2020-07-10,Andhra Pradesh,1053,13,1555
2020-07-11,Andhra Pradesh,1040,15,1608
2020-07-12,Andhra Pradesh,1199,17,1813
2020-07-13,Andhra Pradesh,1019,19,1933
2020-07-14,Andhra Pradesh,1052,37,1935
2020-07-15,Andhra Pradesh,1003,43,1916
2020-07-16,Andhra Pradesh,911,44,2432
2020-07-17,Andhra Pradesh,1015,40,2593
2020-07-18,Andhra Pradesh,905,42,2602
2020-07-19,Andhra Pradesh,1465,52,3963
2020-07-20,Andhra Pradesh,1127,56,5041
2020-07-21,Andhra Pradesh,1338,54,4074
2020-07-22,Andhra Pradesh,1346,62,4944
2020-07-23,Andhra Pradesh,6553,65,6045
2020-07-24,Andhra Pradesh,5428,61,7998
2020-07-25,Andhra Pradesh,2380,49,8147
2020-07-26,Andhra Pradesh,3320,52,7813
2020-07-27,Andhra Pradesh,3046,56,7627
2020-07-28,Andhra Pradesh,3257,49,6051
2020-07-29,Andhra Pradesh,3064,58,7948
2020-07-30,Andhra Pradesh,2784,65,10093
2020-07-31,Andhra Pradesh,4618,68,10167
2020-08-01,Andhra Pradesh,3840,68,10376
2020-08-02,Andhra Pradesh,12750,58,9276
2020-08-03,Andhra Pradesh,6272,67,8555
2020-08-04,Andhra Pradesh,5786,63,7822
2020-08-05,Andhra Pradesh,6953,67,9747
2020-08-06,Andhra Pradesh,8729,77,10128
2020-08-07,Andhra Pradesh,8516,72,10328
2020-08-08,Andhra Pradesh,7594,89,10171
2020-08-09,Andhra Pradesh,9151,97,10080
2020-08-10,Andhra Pradesh,9097,97,10820
2020-08-11,Andhra Pradesh,6924,80,7665
2020-08-12,Andhra Pradesh,9113,87,9024
2020-08-13,Andhra Pradesh,6676,93,9597
2020-08-14,Andhra Pradesh,9559,82,9996
2020-08-15,Andhra Pradesh,9719,97,8943
2020-08-16,Andhra Pradesh,10414,87,8732
2020-08-17,Andhra Pradesh,10117,88,8012
2020-08-18,Andhra Pradesh,7866,82,6780
2020-08-19,Andhra Pradesh,9211,88,9652
2020-08-20,Andhra Pradesh,8061,86,9742
2020-08-21,Andhra Pradesh,8846,95,9393
2020-08-22,Andhra Pradesh,8827,91,9544
2020-08-23,Andhra Pradesh,8593,97,10276
2020-08-24,Andhra Pradesh,7449,93,7895
2020-08-25,Andhra Pradesh,8741,86,8601
2020-08-26,Andhra Pradesh,9419,92,9927
2020-08-27,Andhra Pradesh,8473,81,10830
2020-08-28,Andhra Pradesh,8528,92,10621
2020-08-29,Andhra Pradesh,8463,81,10526
2020-08-30,Andhra Pradesh,8976,82,10548
2020-08-31,Andhra Pradesh,9067,88,10603
2020-09-01,Andhra Pradesh,8772,85,10004
2020-09-02,Andhra Pradesh,9350,84,10368
2020-09-03,Andhra Pradesh,8454,72,10392
2020-09-04,Andhra Pradesh,9679,75,10199
2020-09-05,Andhra Pradesh,12154,76,10776
2020-09-06,Andhra Pradesh,11941,71,10825
2020-09-07,Andhra Pradesh,11915,70,10794
2020-09-08,Andhra Pradesh,10055,70,8368
2020-09-09,Andhra Pradesh,11691,73,10601
2020-09-10,Andhra Pradesh,9842,74,10418
2020-09-11,Andhra Pradesh,10040,68,10175
2020-09-12,Andhra Pradesh,11069,77,9999
2020-09-13,Andhra Pradesh,10292,67,9901
2020-09-14,Andhra Pradesh,10131,66,9536
2020-09-15,Andhra Pradesh,9764,60,7956
2020-09-16,Andhra Pradesh,9628,69,8846
2020-09-17,Andhra Pradesh,10845,64,8835
2020-09-18,Andhra Pradesh,10712,72,8702
2020-09-19,Andhra Pradesh,11803,67,8096
2020-09-20,Andhra Pradesh,10820,58,8218
2020-09-21,Andhra Pradesh,10608,57,7738
2020-09-22,Andhra Pradesh,10502,51,6235
2020-09-23,Andhra Pradesh,10555,51,7553
2020-09-24,Andhra Pradesh,8291,45,7228
2020-09-25,Andhra Pradesh,8807,52,7855
2020-09-26,Andhra Pradesh,8695,48,7073
2020-09-27,Andhra Pradesh,9125,57,7293
2020-09-28,Andhra Pradesh,7796,45,6923
2020-09-29,Andhra Pradesh,7210,37,5487
2020-09-30,Andhra Pradesh,9836,35,6190
2020-10-01,Andhra Pradesh,7075,48,6133
2020-10-02,Andhra Pradesh,7297,41,6751
2020-10-03,Andhra Pradesh,7485,31,6555
2020-10-04,Andhra Pradesh,7798,41,6224
2020-10-05,Andhra Pradesh,7084,40,6242
2020-10-06,Andhra Pradesh,7558,38,4256
2020-10-07,Andhra Pradesh,6046,33,5795
2020-10-08,Andhra Pradesh,6349,34,5120
2020-10-09,Andhra Pradesh,6102,42,5292
2020-10-10,Andhra Pradesh,6110,31,5145
2020-10-11,Andhra Pradesh,6659,35,5653
2020-10-12,Andhra Pradesh,5509,30,5210
2020-10-13,Andhra Pradesh,5504,32,3224
2020-10-14,Andhra Pradesh,5715,35,4622
2020-10-15,Andhra Pradesh,5050,28,3892
2020-10-16,Andhra Pradesh,5622,38,4038
2020-10-17,Andhra Pradesh,5010,25,3967
2020-10-18,Andhra Pradesh,5529,24,3676
2020-10-19,Andhra Pradesh,4591,23,3986
2020-10-20,Andhra Pradesh,4303,24,2918
2020-10-21,Andhra Pradesh,5144,28,3503
2020-10-22,Andhra Pradesh,4739,27,3746
2020-10-23,Andhra Pradesh,3723,16,3620
2020-10-24,Andhra Pradesh,4281,20,3765
2020-10-25,Andhra Pradesh,3572,22,3342
2020-10-26,Andhra Pradesh,3585,21,2997
2020-10-27,Andhra Pradesh,3972,19,1901
2020-10-28,Andhra Pradesh,4352,19,2901
2020-10-29,Andhra Pradesh,3609,18,2949
2020-10-30,Andhra Pradesh,3243,16,2905
2020-10-31,Andhra Pradesh,3623,17,2886
2020-11-01,Andhra Pradesh,3708,14,2783
2020-11-02,Andhra Pradesh,3509,16,2618
2020-11-03,Andhra Pradesh,3033,13,1916
2020-11-04,Andhra Pradesh,3700,15,2849
2020-11-05,Andhra Pradesh,2701,10,2477
2020-11-06,Andhra Pradesh,2292,13,2745
2020-11-07,Andhra Pradesh,2452,11,2410
2020-11-08,Andhra Pradesh,2747,11,2367
2020-11-09,Andhra Pradesh,2256,12,2237
2020-11-10,Andhra Pradesh,1549,11,1392
2020-11-11,Andhra Pradesh,2151,12,1886
2020-11-12,Andhra Pradesh,1761,14,1732
2020-11-13,Andhra Pradesh,1777,9,1728
2020-11-14,Andhra Pradesh,2178,10,1593
2020-11-15,Andhra Pradesh,2155,7,1657
2020-11-16,Andhra Pradesh,2140,14,1056
2020-11-17,Andhra Pradesh,1507,13,753
2020-11-18,Andhra Pradesh,2293,9,1395
2020-11-19,Andhra Pradesh,1696,9,1236
2020-11-20,Andhra Pradesh,1821,11,1316
2020-11-21,Andhra Pradesh,1829,10,1221
2020-11-22,Andhra Pradesh,1765,7,1160
2020-11-23,Andhra Pradesh,1631,11,1121
2020-11-24,Andhra Pradesh,1390,10,545
2020-11-25,Andhra Pradesh,1447,8,1085
2020-11-26,Andhra Pradesh,1176,6,831
2020-11-27,Andhra Pradesh,1081,8,1031
2020-11-28,Andhra Pradesh,1205,6,733
2020-11-29,Andhra Pradesh,1186,5,625
2020-11-30,Andhra Pradesh,3787,7,620
2020-12-01,Andhra Pradesh,934,4,381
2020-12-02,Andhra Pradesh,1094,4,685
2020-12-03,Andhra Pradesh,1159,7,663
2020-12-04,Andhra Pradesh,835,11,664
2020-12-05,Andhra Pradesh,913,6,599
2020-12-06,Andhra Pradesh,882,4,630
2020-12-07,Andhra Pradesh,914,9,667
2020-12-08,Andhra Pradesh,595,5,316
2020-12-09,Andhra Pradesh,744,4,551
2020-12-10,Andhra Pradesh,785,3,618
2020-12-11,Andhra Pradesh,558,2,538
2020-12-12,Andhra Pradesh,519,2,520
2020-12-13,Andhra Pradesh,665,3,510
2020-12-14,Andhra Pradesh,613,5,506
2020-12-15,Andhra Pradesh,541,2,305
2020-12-16,Andhra Pradesh,563,5,500
2020-12-17,Andhra Pradesh,715,3,478
2020-12-18,Andhra Pradesh,498,2,534
2020-12-19,Andhra Pradesh,534,1,458
2020-12-20,Andhra Pradesh,497,4,479
2020-12-21,Andhra Pradesh,589,2,438
2020-12-22,Andhra Pradesh,422,2,214
2020-12-23,Andhra Pradesh,412,4,402
2020-12-24,Andhra Pradesh,490,3,379
2020-12-25,Andhra Pradesh,355,4,357
2020-12-26,Andhra Pradesh,354,2,355
2020-12-27,Andhra Pradesh,442,1,282
2020-12-28,Andhra Pradesh,422,2,349
2020-12-29,Andhra Pradesh,410,4,212
2020-12-30,Andhra Pradesh,364,2,326
2020-12-31,Andhra Pradesh,472,4,349
2021-01-01,Andhra Pradesh,328,4,338
2021-01-03,Andhra Pradesh,279,3,238
2021-01-04,Andhra Pradesh,352,4,232
2021-01-05,Andhra Pradesh,252,3,128
2021-01-06,Andhra Pradesh,278,4,377
2021-01-07,Andhra Pradesh,428,3,289
2021-01-08,Andhra Pradesh,368,1,295
2021-01-09,Andhra Pradesh,308,1,319
2021-01-10,Andhra Pradesh,423,1,199
2021-01-11,Andhra Pradesh,289,1,227
2021-01-12,Andhra Pradesh,213,2,121
2021-01-13,Andhra Pradesh,234,2,197
2021-01-14,Andhra Pradesh,231,1,203
2021-01-15,Andhra Pradesh,219,4,179
2021-01-16,Andhra Pradesh,232,1,94
2021-01-18,Andhra Pradesh,251,1,161
2021-01-19,Andhra Pradesh,263,1,81
2021-01-20,Andhra Pradesh,231,1,179
2021-01-23,Andhra Pradesh,167,4,137
2021-01-24,Andhra Pradesh,172,1,158
2021-01-26,Andhra Pradesh,141,2,56
2021-01-27,Andhra Pradesh,203,1,172
2021-01-28,Andhra Pradesh,97,2,111
2021-01-31,Andhra Pradesh,147,1,129
2021-02-02,Andhra Pradesh,99,1,64
2021-02-03,Andhra Pradesh,147,2,104
2021-02-04,Andhra Pradesh,129,1,95
2021-02-06,Andhra Pradesh,179,1,97
2021-02-07,Andhra Pradesh,133,1,75
2021-02-09,Andhra Pradesh,102,1,62
2021-02-11,Andhra Pradesh,121,1,50
2021-02-13,Andhra Pradesh,106,1,68
2021-02-16,Andhra Pradesh,69,1,30
2021-02-18,Andhra Pradesh,57,2,51
2021-02-19,Andhra Pradesh,54,1,67
2021-02-20,Andhra Pradesh,77,1,79
2021-02-24,Andhra Pradesh,84,1,70
2021-02-27,Andhra Pradesh,71,1,96
2021-03-04,Andhra Pradesh,82,1,135
2021-03-05,Andhra Pradesh,56,1,102
2021-03-06,Andhra Pradesh,94,1,124
2021-03-07,Andhra Pradesh,93,1,115
2021-03-08,Andhra Pradesh,58,1,136
2021-03-09,Andhra Pradesh,61,2,74
2021-03-12,Andhra Pradesh,93,1,120
2021-03-13,Andhra Pradesh,218,3,384
2021-03-14,Andhra Pradesh,132,2,175
2021-03-15,Andhra Pradesh,164,2,298
2021-03-16,Andhra Pradesh,103,1,147
2021-03-18,Andhra Pradesh,137,1,253
2021-03-20,Andhra Pradesh,131,1,246
2021-03-21,Andhra Pradesh,204,2,380
2021-03-23,Andhra Pradesh,114,2,310
2021-03-24,Andhra Pradesh,256,2,492
2021-03-25,Andhra Pradesh,251,4,585
2021-03-26,Andhra Pradesh,231,4,758
2021-03-27,Andhra Pradesh,306,2,984
2021-03-29,Andhra Pradesh,324,2,1005
2021-03-30,Andhra Pradesh,282,5,997
2021-03-31,Andhra Pradesh,480,3,993
2021-04-01,Andhra Pradesh,456,4,1184
2021-04-02,Andhra Pradesh,464,3,1271
2021-04-03,Andhra Pradesh,610,5,1288
2021-04-04,Andhra Pradesh,787,9,1398
2021-04-05,Andhra Pradesh,842,5,1730
2021-04-06,Andhra Pradesh,911,5,1326
2021-04-07,Andhra Pradesh,835,7,1941
2021-04-08,Andhra Pradesh,853,11,2331
2021-04-09,Andhra Pradesh,915,6,2558
2021-04-10,Andhra Pradesh,1245,11,2765
2021-04-11,Andhra Pradesh,1053,12,3309
2021-04-12,Andhra Pradesh,1198,9,3495
2021-04-13,Andhra Pradesh,1091,11,3263
2021-04-14,Andhra Pradesh,1483,10,4228
2021-04-15,Andhra Pradesh,1606,18,4157
2021-04-16,Andhra Pradesh,1745,14,5086
2021-04-17,Andhra Pradesh,2194,20,6096
2021-04-18,Andhra Pradesh,2332,15,7224
2021-04-19,Andhra Pradesh,2343,22,6582
2021-04-20,Andhra Pradesh,2569,27,5963
2021-04-21,Andhra Pradesh,3116,35,8987
2021-04-22,Andhra Pradesh,3359,38,9716
2021-04-23,Andhra Pradesh,3992,31,10759
2021-04-24,Andhra Pradesh,4441,38,11766
2021-04-25,Andhra Pradesh,4421,37,11698
2021-04-26,Andhra Pradesh,4304,69,12634
2021-04-27,Andhra Pradesh,4431,51,9881
2021-04-28,Andhra Pradesh,7055,64,11434
2021-04-29,Andhra Pradesh,6433,71,14669
2021-04-30,Andhra Pradesh,8188,57,14792
2021-05-01,Andhra Pradesh,8468,64,17354
2021-05-02,Andhra Pradesh,11579,61,19412
2021-05-03,Andhra Pradesh,11411,83,23920
2021-05-04,Andhra Pradesh,10227,71,18972
2021-05-05,Andhra Pradesh,12207,82,20034
2021-05-06,Andhra Pradesh,11128,85,22204
2021-05-07,Andhra Pradesh,10141,72,21954
2021-05-08,Andhra Pradesh,12749,73,17188
2021-05-09,Andhra Pradesh,19272,96,20065
2021-05-10,Andhra Pradesh,18832,92,22164
2021-05-11,Andhra Pradesh,16167,84,14986
2021-05-12,Andhra Pradesh,14502,108,20345
2021-05-13,Andhra Pradesh,19095,89,21452
2021-05-14,Andhra Pradesh,18638,89,22399
2021-05-15,Andhra Pradesh,19177,96,22018
2021-05-16,Andhra Pradesh,18739,98,22517
2021-05-17,Andhra Pradesh,21101,101,24171
2021-05-18,Andhra Pradesh,17334,109,18561
2021-05-19,Andhra Pradesh,21274,99,21320
2020-05-25,Uttarakhand,2,1,73
2020-05-27,Uttarakhand,6,1,52
2020-05-30,Uttarakhand,23,1,216
2020-06-02,Uttarakhand,120,1,51
2020-06-03,Uttarakhand,30,1,85
2020-06-04,Uttarakhand,30,1,42
2020-06-05,Uttarakhand,15,2,68
2020-06-06,Uttarakhand,47,1,62
2020-06-08,Uttarakhand,105,2,52
2020-06-11,Uttarakhand,76,2,25
2020-06-13,Uttarakhand,105,6,81
2020-06-14,Uttarakhand,130,2,61
2020-06-15,Uttarakhand,34,1,34
2020-06-17,Uttarakhand,27,1,97
2020-06-18,Uttarakhand,38,1,81
2020-06-21,Uttarakhand,17,1,124
2020-06-23,Uttarakhand,21,1,58
2020-06-24,Uttarakhand,81,2,133
2020-06-25,Uttarakhand,119,5,88
2020-06-26,Uttarakhand,37,1,68
2020-06-27,Uttarakhand,64,1,34
2020-06-29,Uttarakhand,106,1,32
2020-06-30,Uttarakhand,93,1,8
2020-07-01,Uttarakhand,120,2,50
2020-07-03,Uttarakhand,88,1,37
2020-07-08,Uttarakhand,35,1,69
2020-07-09,Uttarakhand,29,3,28
2020-07-13,Uttarakhand,68,1,120
2020-07-14,Uttarakhand,70,2,71
2020-07-15,Uttarakhand,11,1,78
2020-07-18,Uttarakhand,26,1,120
2020-07-19,Uttarakhand,60,1,174
2020-07-21,Uttarakhand,96,3,127
2020-07-23,Uttarakhand,52,2,451
2020-07-24,Uttarakhand,50,3,145
2020-07-26,Uttarakhand,96,3,516
2020-07-28,Uttarakhand,109,3,224
2020-07-29,Uttarakhand,45,4,259
2020-07-30,Uttarakhand,91,2,279
2020-07-31,Uttarakhand,185,4,199
2020-08-01,Uttarakhand,172,4,118
2020-08-02,Uttarakhand,162,3,264
2020-08-03,Uttarakhand,107,3,146
2020-08-04,Uttarakhand,101,4,207
2020-08-05,Uttarakhand,309,5,208
2020-08-06,Uttarakhand,386,3,246
2020-08-08,Uttarakhand,304,14,349
2020-08-09,Uttarakhand,232,5,501
2020-08-10,Uttarakhand,171,8,230
2020-08-11,Uttarakhand,167,9,389
2020-08-12,Uttarakhand,169,2,411
2020-08-13,Uttarakhand,217,4,454
2020-08-14,Uttarakhand,327,3,416
2020-08-15,Uttarakhand,488,4,313
2020-08-16,Uttarakhand,246,4,325
2020-08-17,Uttarakhand,352,1,235
2020-08-18,Uttarakhand,385,6,318
2020-08-19,Uttarakhand,239,6,468
2020-08-20,Uttarakhand,408,14,264
2020-08-21,Uttarakhand,301,9,411
2020-08-22,Uttarakhand,243,5,447
2020-08-23,Uttarakhand,345,3,483
2020-08-24,Uttarakhand,459,5,558
2020-08-25,Uttarakhand,432,7,405
2020-08-26,Uttarakhand,289,6,485
2020-08-27,Uttarakhand,323,6,535
2020-08-28,Uttarakhand,251,9,728
2020-08-29,Uttarakhand,349,11,588
2020-08-30,Uttarakhand,462,11,706
2020-08-31,Uttarakhand,480,7,664
2020-09-01,Uttarakhand,584,12,592
2020-09-02,Uttarakhand,426,11,571
2020-09-03,Uttarakhand,425,11,836
2020-09-04,Uttarakhand,508,9,946
2020-09-05,Uttarakhand,502,12,831
2020-09-06,Uttarakhand,545,18,950
2020-09-07,Uttarakhand,592,11,668
2020-09-08,Uttarakhand,475,7,807
2020-09-09,Uttarakhand,350,12,658
2020-09-10,Uttarakhand,789,12,1117
2020-09-11,Uttarakhand,521,5,1055
2020-09-12,Uttarakhand,645,11,955
2020-09-13,Uttarakhand,725,14,1115
2020-09-14,Uttarakhand,887,12,1637
2020-09-15,Uttarakhand,1173,15,1043
2020-09-16,Uttarakhand,1017,9,1391
2020-09-17,Uttarakhand,1202,9,1540
2020-09-18,Uttarakhand,533,13,1192
2020-09-19,Uttarakhand,1285,4,868
2020-09-20,Uttarakhand,892,14,2078
2020-09-21,Uttarakhand,875,13,878
2020-09-22,Uttarakhand,1184,10,814
2020-09-23,Uttarakhand,1107,11,874
2020-09-24,Uttarakhand,1016,17,1069
2020-09-25,Uttarakhand,1031,13,684
2020-09-26,Uttarakhand,1488,13,928
2020-09-27,Uttarakhand,1016,11,949
2020-09-28,Uttarakhand,813,8,764
2020-09-29,Uttarakhand,1184,6,457
2020-09-30,Uttarakhand,1426,11,493
2020-10-01,Uttarakhand,996,20,1005
2020-10-02,Uttarakhand,801,14,248
2020-10-03,Uttarakhand,340,11,311
2020-10-04,Uttarakhand,919,12,503
2020-10-05,Uttarakhand,402,4,1419
2020-10-06,Uttarakhand,881,17,510
2020-10-07,Uttarakhand,617,8,338
2020-10-08,Uttarakhand,666,11,630
2020-10-09,Uttarakhand,904,14,400
2020-10-10,Uttarakhand,1250,14,704
2020-10-11,Uttarakhand,412,18,462
2020-10-12,Uttarakhand,461,13,526
2020-10-13,Uttarakhand,678,15,296
2020-10-14,Uttarakhand,674,20,294
2020-10-15,Uttarakhand,846,14,429
2020-10-16,Uttarakhand,868,18,423
2020-10-17,Uttarakhand,524,15,549
2020-10-18,Uttarakhand,665,95,606
2020-10-19,Uttarakhand,183,3,376
2020-10-20,Uttarakhand,531,6,336
2020-10-21,Uttarakhand,391,13,241
2020-10-22,Uttarakhand,770,14,505
2020-10-23,Uttarakhand,582,8,402
2020-10-24,Uttarakhand,518,11,288
2020-10-25,Uttarakhand,468,5,359
2020-10-26,Uttarakhand,329,9,221
2020-10-27,Uttarakhand,705,8,368
2020-10-28,Uttarakhand,422,6,213
2020-10-29,Uttarakhand,471,2,304
2020-10-31,Uttarakhand,258,2,349
2020-11-01,Uttarakhand,152,12,413
2020-11-02,Uttarakhand,187,4,222
2020-11-03,Uttarakhand,441,2,331
2020-11-04,Uttarakhand,409,4,316
2020-11-05,Uttarakhand,270,5,388
2020-11-06,Uttarakhand,609,9,480
2020-11-07,Uttarakhand,408,9,473
2020-11-08,Uttarakhand,337,7,498
2020-11-09,Uttarakhand,159,2,243
2020-11-10,Uttarakhand,211,10,398
2020-11-11,Uttarakhand,517,5,328
2020-11-12,Uttarakhand,481,6,783
2020-11-13,Uttarakhand,539,7,451
2020-11-14,Uttarakhand,312,4,467
2020-11-15,Uttarakhand,181,5,296
2020-11-16,Uttarakhand,60,5,213
2020-11-17,Uttarakhand,615,9,243
2020-11-18,Uttarakhand,445,3,429
2020-11-19,Uttarakhand,429,9,420
2020-11-20,Uttarakhand,395,5,386
2020-11-21,Uttarakhand,1135,5,512
2020-11-23,Uttarakhand,171,9,466
2020-11-24,Uttarakhand,439,7,376
2020-11-25,Uttarakhand,177,11,528
2020-11-26,Uttarakhand,450,12,482
2020-11-27,Uttarakhand,320,11,355
2020-11-28,Uttarakhand,395,5,530
2020-11-29,Uttarakhand,347,13,424
2020-11-30,Uttarakhand,287,8,389
2020-12-01,Uttarakhand,357,9,455
2020-12-02,Uttarakhand,578,7,473
2020-12-03,Uttarakhand,495,13,516
2020-12-04,Uttarakhand,467,12,491
2020-12-05,Uttarakhand,581,10,618
2020-12-06,Uttarakhand,490,8,680
2020-12-07,Uttarakhand,373,4,424
2020-12-08,Uttarakhand,491,10,512
2020-12-09,Uttarakhand,455,12,632
2020-12-10,Uttarakhand,445,13,515
2020-12-11,Uttarakhand,532,12,830
2020-12-12,Uttarakhand,524,9,725
2020-12-13,Uttarakhand,445,10,728
2020-12-14,Uttarakhand,400,4,490
2020-12-15,Uttarakhand,720,6,577
2020-12-16,Uttarakhand,540,11,496
2020-12-17,Uttarakhand,513,3,567
2020-12-18,Uttarakhand,689,9,620
2020-12-19,Uttarakhand,560,15,580
2020-12-20,Uttarakhand,568,9,584
2020-12-21,Uttarakhand,356,5,464
2020-12-22,Uttarakhand,1028,13,448
2020-12-23,Uttarakhand,670,13,611
2020-12-24,Uttarakhand,561,8,564
2020-12-25,Uttarakhand,601,11,436
2020-12-26,Uttarakhand,284,5,468
2020-12-27,Uttarakhand,427,13,374
2020-12-28,Uttarakhand,239,7,427
2020-12-29,Uttarakhand,313,6,205
2020-12-30,Uttarakhand,566,6,317
2020-12-31,Uttarakhand,733,9,449
2021-01-01,Uttarakhand,543,5,304
2021-01-02,Uttarakhand,497,6,361
2021-01-03,Uttarakhand,469,7,263
2021-01-04,Uttarakhand,250,5,267
2021-01-05,Uttarakhand,703,8,301
2021-01-06,Uttarakhand,494,9,254
2021-01-07,Uttarakhand,424,5,227
2021-01-08,Uttarakhand,449,6,249
2021-01-09,Uttarakhand,392,7,269
2021-01-10,Uttarakhand,245,6,287
2021-01-11,Uttarakhand,303,5,223
2021-01-12,Uttarakhand,528,5,156
2021-01-13,Uttarakhand,283,11,184
2021-01-14,Uttarakhand,296,4,209
2021-01-15,Uttarakhand,193,3,154
2021-01-16,Uttarakhand,239,6,141
2021-01-17,Uttarakhand,279,4,226
2021-01-18,Uttarakhand,102,5,112
2021-01-19,Uttarakhand,332,6,120
2021-01-20,Uttarakhand,258,2,116
2021-01-21,Uttarakhand,137,3,153
2021-01-22,Uttarakhand,287,4,162
2021-01-23,Uttarakhand,188,3,110
2021-01-25,Uttarakhand,60,2,54
2021-01-26,Uttarakhand,260,4,62
2021-01-27,Uttarakhand,106,1,39
2021-01-28,Uttarakhand,98,3,85
2021-01-29,Uttarakhand,180,3,82
2021-01-31,Uttarakhand,168,1,82
2021-02-01,Uttarakhand,87,1,61
2021-02-02,Uttarakhand,141,4,51
2021-02-03,Uttarakhand,82,3,47
2021-02-04,Uttarakhand,96,4,54
2021-02-05,Uttarakhand,94,4,103
2021-02-06,Uttarakhand,101,3,47
2021-02-07,Uttarakhand,53,2,47
