Date,Territory,Cured,Deaths,Confirmed
2020-12-13,Tamil Nadu,1296,13,1218
2020-12-14,Tamil Nadu,1276,12,1195
2020-12-15,Tamil Nadu,1203,14,1141
2020-12-16,Tamil Nadu,1210,10,1132
2020-12-17,Tamil Nadu,1240,12,1181
2020-12-18,Tamil Nadu,1214,11,1174
2020-12-19,Tamil Nadu,1170,12,1134
2020-12-20,Tamil Nadu,1202,14,1127
2020-12-21,Tamil Nadu,1198,15,1114
2020-12-22,Tamil Nadu,1157,12,1071
2020-12-23,Tamil Nadu,1139,17,1052
2020-12-24,Tamil Nadu,1131,12,1066
2020-12-25,Tamil Nadu,1120,12,1035
2020-12-26,Tamil Nadu,1103,12,1027
2020-12-27,Tamil Nadu,1098,11,1019
2020-12-28,Tamil Nadu,1091,10,1009
2020-12-29,Tamil Nadu,1074,11,1005
2020-12-30,Tamil Nadu,1065,12,957
2020-12-31,Tamil Nadu,1060,17,945
2021-01-01,Tamil Nadu,1038,13,937
2021-01-02,Tamil Nadu,1029,13,921
2021-01-03,Tamil Nadu,1007,11,910
2021-01-04,Tamil Nadu,1002,10,867
2021-01-05,Tamil Nadu,985,10,838
2021-01-06,Tamil Nadu,971,11,820
2021-01-07,Tamil Nadu,943,11,811
2021-01-08,Tamil Nadu,911,12,805
2021-01-09,Tamil Nadu,897,8,790
2021-01-10,Tamil Nadu,882,7,761
2021-01-11,Tamil Nadu,857,7,724
2021-01-12,Tamil Nadu,869,6,682
2021-01-13,Tamil Nadu,827,8,671
2021-01-14,Tamil Nadu,821,6,673
2021-01-15,Tamil Nadu,826,4,665
2021-01-16,Tamil Nadu,805,5,621
2021-01-17,Tamil Nadu,775,6,610
2021-01-18,Tamil Nadu,770,7,589
2021-01-19,Tamil Nadu,758,8,551
2021-01-20,Tamil Nadu,772,9,543
2021-01-21,Tamil Nadu,713,9,549
2021-01-22,Tamil Nadu,705,9,596
2021-01-23,Tamil Nadu,689,8,574
2021-01-24,Tamil Nadu,673,2,586
2021-01-25,Tamil Nadu,642,7,569
2021-01-26,Tamil Nadu,627,4,540
2021-01-27,Tamil Nadu,595,5,523
2021-01-28,Tamil Nadu,564,8,512
2021-01-29,Tamil Nadu,544,6,503
2021-01-30,Tamil Nadu,531,6,509
2021-01-31,Tamil Nadu,526,5,505
2021-02-01,Tamil Nadu,523,6,508
2021-02-02,Tamil Nadu,517,7,502
2021-02-03,Tamil Nadu,521,4,510
2021-02-04,Tamil Nadu,533,4,514
2021-02-05,Tamil Nadu,517,4,494
2021-02-06,Tamil Nadu,506,4,489
2021-02-07,Tamil Nadu,503,3,477
2021-02-08,Tamil Nadu,498,1,471
2021-02-09,Tamil Nadu,495,4,464
2021-02-10,Tamil Nadu,491,4,469
2021-02-11,Tamil Nadu,493,5,479
2021-02-12,Tamil Nadu,490,6,481
2021-02-13,Tamil Nadu,486,6,483
2021-02-14,Tamil Nadu,482,5,477
2021-02-15,Tamil Nadu,479,6,470
2021-02-16,Tamil Nadu,477,6,455
2021-02-17,Tamil Nadu,470,7,451
2021-02-18,Tamil Nadu,462,6,454
2021-02-19,Tamil Nadu,470,6,457
2021-02-20,Tamil Nadu,467,7,448
2021-02-21,Tamil Nadu,459,6,438
2021-02-22,Tamil Nadu,460,3,452
2021-02-23,Tamil Nadu,461,6,449
2021-02-24,Tamil Nadu,453,6,442
2021-02-25,Tamil Nadu,469,6,463
2021-02-26,Tamil Nadu,471,5,467
2021-02-27,Tamil Nadu,483,5,481
2021-02-28,Tamil Nadu,491,5,486
2021-03-01,Tamil Nadu,490,3,479
2021-03-02,Tamil Nadu,482,5,474
2021-03-03,Tamil Nadu,473,1,462
2021-03-04,Tamil Nadu,494,2,489
2021-03-05,Tamil Nadu,490,4,482
2021-03-06,Tamil Nadu,562,5,543
2021-03-07,Tamil Nadu,560,4,562
2021-03-08,Tamil Nadu,521,1,567
2021-03-09,Tamil Nadu,532,3,556
2021-03-10,Tamil Nadu,510,4,569
2021-03-12,Tamil Nadu,532,5,671
2021-03-13,Tamil Nadu,1070,9,1355
2021-03-14,Tamil Nadu,512,4,695
2021-03-15,Tamil Nadu,547,4,759
2021-03-16,Tamil Nadu,553,4,836
2021-03-17,Tamil Nadu,561,5,867
2021-03-18,Tamil Nadu,576,8,945
2021-03-19,Tamil Nadu,569,9,989
2021-03-20,Tamil Nadu,610,9,1087
2021-03-21,Tamil Nadu,634,8,1243
2021-03-22,Tamil Nadu,668,9,1289
2021-03-23,Tamil Nadu,659,10,1385
2021-03-24,Tamil Nadu,902,9,1437
2021-03-25,Tamil Nadu,1023,12,1636
2021-03-26,Tamil Nadu,1027,11,1779
2021-03-27,Tamil Nadu,1131,9,1971
2021-03-28,Tamil Nadu,1241,9,2089
2021-03-29,Tamil Nadu,1270,11,2194
2021-03-30,Tamil Nadu,1352,14,2279
2021-03-31,Tamil Nadu,1463,16,2342
2021-04-01,Tamil Nadu,1527,19,2579
2021-04-02,Tamil Nadu,1634,19,2817
2021-04-03,Tamil Nadu,1715,12,3290
2021-04-04,Tamil Nadu,1834,14,3446
2021-04-05,Tamil Nadu,1813,14,3581
2021-04-06,Tamil Nadu,1842,11,3672
2021-04-07,Tamil Nadu,1809,15,3645
2021-04-08,Tamil Nadu,1824,17,3986
2021-04-09,Tamil Nadu,1869,19,4276
2021-04-10,Tamil Nadu,1890,23,5441
2021-04-11,Tamil Nadu,1952,23,5989
2021-04-12,Tamil Nadu,2314,22,6618
2021-04-13,Tamil Nadu,2339,19,6711
2021-04-14,Tamil Nadu,3289,18,6984
2021-04-15,Tamil Nadu,3464,25,7819
2021-04-16,Tamil Nadu,4176,29,7987
2021-04-17,Tamil Nadu,4920,33,8449
2021-04-18,Tamil Nadu,5263,39,9344
2021-04-19,Tamil Nadu,5925,42,10723
2021-04-20,Tamil Nadu,6172,44,10941
2021-04-21,Tamil Nadu,6250,48,10986
2021-04-22,Tamil Nadu,7071,53,11681
2021-04-23,Tamil Nadu,7526,59,12652
2021-04-24,Tamil Nadu,8078,78,13776
2021-04-25,Tamil Nadu,9142,80,14842
2021-04-26,Tamil Nadu,11065,82,15659
2021-04-27,Tamil Nadu,13625,94,15684
2021-04-28,Tamil Nadu,14043,77,15830
2021-04-29,Tamil Nadu,15114,98,16665
2021-04-30,Tamil Nadu,15542,107,17897
2021-05-01,Tamil Nadu,16007,113,18692
2021-05-02,Tamil Nadu,17164,147,19588
2021-05-03,Tamil Nadu,17576,153,20768
2021-05-04,Tamil Nadu,18016,122,20952
2021-05-05,Tamil Nadu,19112,144,21228
2021-05-06,Tamil Nadu,20062,167,23310
2021-05-07,Tamil Nadu,21546,195,24898
2021-05-08,Tamil Nadu,22381,197,26465
2021-05-09,Tamil Nadu,23110,241,27397
2021-05-10,Tamil Nadu,23515,236,28897
2021-05-11,Tamil Nadu,20904,232,28978
2021-05-12,Tamil Nadu,19182,298,29272
2021-05-13,Tamil Nadu,19508,293,30355
2021-05-14,Tamil Nadu,19287,297,30621
2021-05-15,Tamil Nadu,20037,288,31892
2021-05-16,Tamil Nadu,20905,303,33658
2021-05-17,Tamil Nadu,21317,311,33181
2021-05-18,Tamil Nadu,20486,335,33075
2021-05-19,Tamil Nadu,21362,364,33059
2020-03-29,Karnataka,2,1,21
2020-04-09,Karnataka,3,1,6
2020-04-10,Karnataka,2,1,16
2020-04-14,Karnataka,6,3,11
2020-04-15,Karnataka,10,2,19
2020-04-16,Karnataka,7,2,38
2020-04-19,Karnataka,12,1,13
2020-04-20,Karnataka,7,2,11
2020-04-21,Karnataka,3,1,20
2020-04-24,Karnataka,9,1,20
2020-04-27,Karnataka,11,2,10
2020-04-30,Karnataka,8,1,25
2020-05-01,Karnataka,12,1,19
2020-05-03,Karnataka,31,3,17
2020-05-04,Karnataka,22,1,36
2020-05-05,Karnataka,20,2,17
2020-05-06,Karnataka,7,1,12
2020-05-08,Karnataka,12,1,12
2020-05-11,Karnataka,38,1,54
2020-05-14,Karnataka,18,2,34
2020-05-15,Karnataka,9,2,28
2020-05-16,Karnataka,20,1,69
2020-05-18,Karnataka,13,1,55
2020-05-20,Karnataka,14,3,151
2020-05-21,Karnataka,12,1,65
2020-05-24,Karnataka,11,1,216
2020-05-26,Karnataka,51,2,93
2020-05-28,Karnataka,33,3,135
2020-05-30,Karnataka,60,1,248
2020-06-01,Karnataka,221,3,299
2020-06-02,Karnataka,110,1,187
2020-06-04,Karnataka,111,1,267
2020-06-05,Karnataka,96,4,257
2020-06-07,Karnataka,280,2,378
2020-06-08,Karnataka,164,2,239
2020-06-09,Karnataka,387,3,308
2020-06-10,Karnataka,85,2,161
2020-06-11,Karnataka,258,3,120
2020-06-12,Karnataka,115,3,204
2020-06-13,Karnataka,463,7,271
2020-06-14,Karnataka,208,2,308
2020-06-15,Karnataka,307,5,176
2020-06-16,Karnataka,180,3,213
2020-06-17,Karnataka,321,5,317
2020-06-18,Karnataka,348,8,204
2020-06-19,Karnataka,179,12,210
2020-06-20,Karnataka,227,10,337
2020-06-21,Karnataka,181,8,416
2020-06-22,Karnataka,227,5,453
2020-06-23,Karnataka,112,5,249
2020-06-24,Karnataka,274,8,322
2020-06-25,Karnataka,147,14,397
2020-06-26,Karnataka,519,6,442
2020-06-27,Karnataka,246,10,445
2020-06-28,Karnataka,371,11,918
2020-06-29,Karnataka,220,16,1267
2020-06-30,Karnataka,176,19,1105
2020-07-01,Karnataka,235,20,947
2020-07-02,Karnataka,145,7,1272
2020-07-03,Karnataka,271,19,1502
2020-07-04,Karnataka,471,21,1694
2020-07-05,Karnataka,439,42,1839
2020-07-06,Karnataka,603,37,1925
2020-07-07,Karnataka,680,29,1843
2020-07-08,Karnataka,571,15,1498
2020-07-09,Karnataka,778,54,2062
2020-07-10,Karnataka,957,16,2228
2020-07-11,Karnataka,1003,57,2313
2020-07-12,Karnataka,880,70,2798
2020-07-13,Karnataka,693,71,2627
2020-07-14,Karnataka,839,73,2738
2020-07-15,Karnataka,1142,85,2496
2020-07-16,Karnataka,1076,86,3176
2020-07-17,Karnataka,1263,104,4169
2020-07-18,Karnataka,1028,115,3693
2020-07-19,Karnataka,1018,93,4537
2020-07-20,Karnataka,1290,91,4120
2020-07-21,Karnataka,730,72,3648
2020-07-22,Karnataka,1664,61,3649
2020-07-23,Karnataka,1780,55,4764
2020-07-24,Karnataka,2071,97,5030
2020-07-25,Karnataka,2037,108,5007
2020-07-26,Karnataka,2403,72,5072
2020-07-27,Karnataka,2088,82,5199
2020-07-28,Karnataka,1847,75,5324
2020-07-29,Karnataka,2819,102,5536
2020-07-30,Karnataka,2397,92,5503
2020-07-31,Karnataka,3793,83,6128
2020-08-01,Karnataka,3094,84,5483
2020-08-02,Karnataka,3860,98,5172
2020-08-03,Karnataka,4077,84,5532
2020-08-04,Karnataka,4775,98,4752
2020-08-05,Karnataka,6772,110,6259
2020-08-06,Karnataka,5407,100,5619
2020-08-07,Karnataka,5602,93,6805
2020-08-08,Karnataka,3951,101,6670
2020-08-09,Karnataka,5006,93,7178
2020-08-10,Karnataka,4670,107,5985
2020-08-11,Karnataka,5218,114,4267
2020-08-12,Karnataka,6473,86,6257
2020-08-13,Karnataka,7034,112,7883
2020-08-14,Karnataka,8609,103,6706
2020-08-15,Karnataka,6940,104,7908
2020-08-16,Karnataka,6629,114,8818
2020-08-17,Karnataka,6680,116,7040
2020-08-18,Karnataka,7071,115,6317
2020-08-19,Karnataka,8387,139,7665
2020-08-20,Karnataka,7201,126,8642
2020-08-21,Karnataka,6231,102,7385
2020-08-22,Karnataka,6561,93,7571
2020-08-23,Karnataka,7626,93,7330
2020-08-24,Karnataka,4996,68,5938
2020-08-25,Karnataka,8061,127,5851
2020-08-26,Karnataka,6814,148,8161
2020-08-27,Karnataka,7249,133,8580
2020-08-28,Karnataka,7866,141,9386
2020-08-29,Karnataka,7464,136,8960
2020-08-30,Karnataka,8110,115,8324
2020-08-31,Karnataka,7101,106,8852
2020-09-01,Karnataka,7238,113,6495
2020-09-02,Karnataka,5159,135,9058
2020-09-03,Karnataka,6287,113,9860
2020-09-04,Karnataka,7122,104,8865
2020-09-05,Karnataka,6161,116,9280
2020-09-06,Karnataka,9102,128,9746
2020-09-07,Karnataka,9575,95,9319
2020-09-08,Karnataka,7897,141,5773
2020-09-09,Karnataka,7803,146,7866
2020-09-10,Karnataka,6860,128,9540
2020-09-11,Karnataka,7021,129,9217
2020-09-12,Karnataka,12545,130,9464
2020-09-13,Karnataka,9557,94,9140
2020-09-14,Karnataka,8402,104,9894
2020-09-15,Karnataka,8865,119,8244
2020-09-16,Karnataka,7406,97,7576
2020-09-17,Karnataka,6580,55,9725
2020-09-18,Karnataka,7268,93,9366
2020-09-19,Karnataka,10949,179,8626
2020-09-20,Karnataka,10815,114,8364
2020-09-21,Karnataka,8611,101,8191
2020-09-22,Karnataka,9925,122,7339
2020-09-23,Karnataka,9073,83,6974
2020-09-24,Karnataka,5460,38,6997
2020-09-25,Karnataka,6748,65,7710
2020-09-26,Karnataka,5644,86,8655
2020-09-27,Karnataka,5417,86,8811
2020-09-28,Karnataka,6522,79,9543
2020-09-29,Karnataka,7509,59,6892
2020-09-30,Karnataka,6628,136,10453
2020-10-01,Karnataka,8890,87,8856
2020-10-02,Karnataka,7144,130,10070
2020-10-03,Karnataka,7094,125,8793
2020-10-04,Karnataka,8989,100,9886
2020-10-05,Karnataka,7287,67,10145
2020-10-06,Karnataka,7064,84,7051
2020-10-07,Karnataka,10228,91,9993
2020-10-08,Karnataka,9832,113,10947
2020-10-09,Karnataka,9613,101,10704
2020-10-10,Karnataka,9091,114,10913
2020-10-11,Karnataka,8337,102,10517
2020-10-12,Karnataka,10107,75,9523
2020-10-13,Karnataka,12030,70,7606
2020-10-14,Karnataka,10421,87,8191
2020-10-15,Karnataka,8662,75,9265
2020-10-16,Karnataka,8841,85,8477
2020-10-17,Karnataka,8580,73,7542
2020-10-18,Karnataka,8893,71,7184
2020-10-19,Karnataka,8344,51,7012
2020-10-20,Karnataka,8004,64,5018
2020-10-21,Karnataka,8500,66,6297
2020-10-22,Karnataka,9289,88,5872
2020-10-23,Karnataka,13217,74,5778
2020-10-24,Karnataka,8749,51,5356
2020-10-25,Karnataka,7153,52,4471
2020-10-26,Karnataka,10106,32,4439
2020-10-27,Karnataka,8715,42,3130
2020-10-28,Karnataka,7740,44,3691
2020-10-29,Karnataka,6260,55,3146
2020-10-30,Karnataka,7661,45,4025
2020-10-31,Karnataka,8521,49,3589
2020-11-01,Karnataka,7468,28,3014
2020-11-02,Karnataka,8053,24,3652
2020-11-03,Karnataka,8334,29,2576
2020-11-04,Karnataka,7140,26,2756
2020-11-05,Karnataka,8045,34,3377
2020-11-06,Karnataka,5723,31,3156
2020-11-07,Karnataka,2701,35,2960
2020-11-08,Karnataka,2235,22,2258
2020-11-09,Karnataka,2360,22,2740
2020-11-10,Karnataka,2686,19,1963
2020-11-11,Karnataka,4215,20,2362
2020-11-12,Karnataka,2881,23,2584
2020-11-13,Karnataka,3368,21,2116
2020-11-14,Karnataka,3443,17,2016
2020-11-15,Karnataka,2198,17,2154
2020-11-16,Karnataka,2363,21,1565
2020-11-17,Karnataka,2188,12,1157
2020-11-18,Karnataka,2100,16,1336
2020-11-19,Karnataka,1947,21,1791
2020-11-20,Karnataka,1800,26,1849
2020-11-21,Karnataka,2181,17,1781
2020-11-22,Karnataka,1799,20,1781
2020-11-23,Karnataka,1537,13,1704
2020-11-24,Karnataka,1645,24,1509
2020-11-25,Karnataka,1949,17,1870
2020-11-26,Karnataka,1333,19,1630
2020-11-27,Karnataka,1067,12,1505
2020-11-28,Karnataka,1451,12,1526
2020-11-29,Karnataka,2132,12,1522
2020-11-30,Karnataka,1530,15,1291
2020-12-01,Karnataka,2209,13,998
2020-12-02,Karnataka,886,14,1330
2020-12-03,Karnataka,983,16,1440
2020-12-04,Karnataka,894,13,1446
2020-12-05,Karnataka,877,13,1247
2020-12-06,Karnataka,1400,12,1325
2020-12-07,Karnataka,889,10,1321
2020-12-08,Karnataka,1601,11,998
2020-12-09,Karnataka,1019,13,1280
2020-12-10,Karnataka,3218,20,1279
2020-12-11,Karnataka,5076,12,1238
2020-12-12,Karnataka,1807,16,1210
2020-12-13,Karnataka,1531,11,1203
2020-12-14,Karnataka,2036,5,1196
2020-12-15,Karnataka,2164,10,830
2020-12-16,Karnataka,1594,11,1185
2020-12-17,Karnataka,1403,6,1240
2020-12-18,Karnataka,1497,10,1236
2020-12-19,Karnataka,1039,8,1222
2020-12-20,Karnataka,2147,15,1152
2020-12-21,Karnataka,1062,5,1194
2020-12-22,Karnataka,1261,7,772
2020-12-23,Karnataka,1136,13,1141
2020-12-24,Karnataka,1206,9,958
2020-12-25,Karnataka,1268,1,1143
2020-12-26,Karnataka,1102,5,1005
2020-12-27,Karnataka,964,7,857
2020-12-28,Karnataka,1214,11,911
2020-12-29,Karnataka,1178,8,653
2020-12-30,Karnataka,1344,4,662
2020-12-31,Karnataka,1217,7,973
2021-01-01,Karnataka,1282,9,952
2021-01-02,Karnataka,1084,6,877
2021-01-03,Karnataka,976,3,755
2021-01-04,Karnataka,743,8,810
2021-01-05,Karnataka,1283,3,600
2021-01-06,Karnataka,1377,8,815
2021-01-07,Karnataka,1238,6,784
2021-01-08,Karnataka,812,7,761
2021-01-09,Karnataka,657,3,970
2021-01-10,Karnataka,872,4,899
2021-01-11,Karnataka,593,2,792
2021-01-12,Karnataka,797,4,496
2021-01-13,Karnataka,1181,5,751
2021-01-14,Karnataka,765,3,746
2021-01-15,Karnataka,564,3,408
2021-01-16,Karnataka,643,3,708
2021-01-17,Karnataka,676,4,584
2021-01-18,Karnataka,855,4,745
2021-01-19,Karnataka,973,9,435
2021-01-20,Karnataka,807,6,645
2021-01-21,Karnataka,665,4,501
2021-01-22,Karnataka,815,2,674
2021-01-23,Karnataka,890,3,324
2021-01-24,Karnataka,542,3,902
2021-01-25,Karnataka,401,4,573
2021-01-26,Karnataka,1036,3,375
2021-01-27,Karnataka,738,4,529
2021-01-28,Karnataka,760,3,428
2021-01-29,Karnataka,644,2,550
2021-01-30,Karnataka,607,2,468
2021-01-31,Karnataka,547,2,464
2021-02-01,Karnataka,465,4,522
2021-02-02,Karnataka,470,3,388
2021-02-03,Karnataka,412,3,395
2021-02-04,Karnataka,433,2,426
2021-02-05,Karnataka,470,2,474
2021-02-06,Karnataka,470,3,430
2021-02-07,Karnataka,434,3,531
2021-02-08,Karnataka,493,3,487
2021-02-09,Karnataka,350,3,328
2021-02-10,Karnataka,513,2,366
2021-02-11,Karnataka,322,3,415
2021-02-12,Karnataka,340,7,430
2021-02-13,Karnataka,405,8,380
2021-02-14,Karnataka,430,4,419
2021-02-15,Karnataka,486,2,414
2021-02-16,Karnataka,430,2,368
2021-02-17,Karnataka,344,6,438
2021-02-18,Karnataka,537,3,378
2021-02-19,Karnataka,306,6,406
2021-02-20,Karnataka,291,5,386
2021-02-21,Karnataka,389,5,490
2021-02-22,Karnataka,353,2,413
2021-02-23,Karnataka,287,5,317
2021-02-24,Karnataka,378,4,383
2021-02-25,Karnataka,313,6,334
2021-02-26,Karnataka,947,7,453
2021-02-27,Karnataka,642,4,571
2021-02-28,Karnataka,380,6,523
2021-03-01,Karnataka,350,5,521
2021-03-02,Karnataka,324,5,349
2021-03-03,Karnataka,309,7,437
2021-03-04,Karnataka,413,3,528
2021-03-05,Karnataka,496,4,571
2021-03-06,Karnataka,427,4,677
2021-03-07,Karnataka,355,5,580
2021-03-08,Karnataka,351,3,622
2021-03-10,Karnataka,366,6,12957
2021-03-12,Karnataka,331,6,760
2021-03-13,Karnataka,951,7,1616
2021-03-14,Karnataka,992,1,921
2021-03-15,Karnataka,609,3,934
2021-03-16,Karnataka,429,7,932
2021-03-17,Karnataka,561,6,1135
2021-03-18,Karnataka,479,4,1275
2021-03-19,Karnataka,341,8,1488
2021-03-20,Karnataka,869,10,1587
2021-03-21,Karnataka,1030,7,1798
2021-03-22,Karnataka,1048,2,1715
2021-03-23,Karnataka,661,10,1445
2021-03-24,Karnataka,677,5,2010
2021-03-25,Karnataka,995,12,2298
2021-03-26,Karnataka,1192,10,2523
2021-03-27,Karnataka,1207,13,2566
2021-03-28,Karnataka,1179,8,2886
2021-03-29,Karnataka,1285,12,3082
2021-03-30,Karnataka,1964,16,2792
2021-03-31,Karnataka,1262,21,2975
2021-04-01,Karnataka,1492,26,4225
2021-04-02,Karnataka,1599,18,4234
2021-04-03,Karnataka,1631,6,4991
2021-04-04,Karnataka,1959,19,4373
2021-04-05,Karnataka,2060,15,4553
2021-04-06,Karnataka,1856,32,5279
2021-04-07,Karnataka,3487,39,6150
2021-04-08,Karnataka,2794,35,6976
2021-04-09,Karnataka,2393,36,6570
2021-04-10,Karnataka,3220,46,7955
2021-04-11,Karnataka,3350,36,6955
2021-04-12,Karnataka,2638,40,10250
2021-04-13,Karnataka,2767,52,9579
2021-04-14,Karnataka,6079,67,8778
2021-04-15,Karnataka,4364,38,11265
2021-04-16,Karnataka,3591,66,14738
2021-04-17,Karnataka,4027,78,14859
2021-04-18,Karnataka,5564,80,17489
2021-04-19,Karnataka,4603,81,19067
2021-04-20,Karnataka,7098,146,15785
2021-04-21,Karnataka,4571,149,21794
2021-04-22,Karnataka,6412,116,23558
2021-04-23,Karnataka,5624,123,25795
2021-04-24,Karnataka,8697,190,26962
2021-04-25,Karnataka,9058,208,29438
2021-04-26,Karnataka,6982,143,34804
2021-04-27,Karnataka,10663,201,29744
2021-04-28,Karnataka,10793,180,31830
2021-04-29,Karnataka,11833,229,39047
2021-04-30,Karnataka,14142,270,35024
2021-05-01,Karnataka,14884,217,48296
2021-05-02,Karnataka,18341,271,40990
2021-05-03,Karnataka,21148,217,37733
2021-05-04,Karnataka,20901,239,44438
2021-05-05,Karnataka,24714,288,44631
2021-05-06,Karnataka,26841,346,50112
2021-05-07,Karnataka,18943,328,49058
2021-05-08,Karnataka,28623,592,48781
2021-05-09,Karnataka,34881,482,47563
2021-05-10,Karnataka,31796,490,47930
2021-05-11,Karnataka,32188,596,39305
2021-05-12,Karnataka,22584,480,39510
2021-05-13,Karnataka,34752,516,39998
2021-05-14,Karnataka,34057,344,35297
2021-05-15,Karnataka,35879,373,41779
2021-05-16,Karnataka,34425,349,41664
2021-05-17,Karnataka,36475,403,31531
2021-05-18,Karnataka,34635,476,38603
2021-05-19,Karnataka,58395,525,30309
2020-03-25,Maharashtra,1,1,39
2020-03-27,Maharashtra,14,1,6
2020-03-28,Maharashtra,10,1,50
2020-03-31,Maharashtra,14,1,18
2020-04-02,Maharashtra,3,4,33
2020-04-06,Maharashtra,14,21,258
2020-04-08,Maharashtra,23,16,150
2020-04-09,Maharashtra,38,8,117
2020-04-10,Maharashtra,8,25,229
2020-04-11,Maharashtra,63,13,210
2020-04-12,Maharashtra,20,17,187
2020-04-13,Maharashtra,9,22,224
2020-04-14,Maharashtra,12,11,352
2020-04-15,Maharashtra,30,18,350
2020-04-16,Maharashtra,36,9,232
2020-04-17,Maharashtra,5,7,286
2020-04-18,Maharashtra,31,7,118
2020-04-19,Maharashtra,34,10,328
2020-04-20,Maharashtra,142,12,552
2020-04-21,Maharashtra,65,9,466
2020-04-22,Maharashtra,150,19,552
2020-04-23,Maharashtra,67,18,431
2020-04-24,Maharashtra,51,14,778
2020-04-25,Maharashtra,117,18,387
2020-04-26,Maharashtra,119,22,811
2020-04-27,Maharashtra,112,19,440
2020-04-28,Maharashtra,94,27,522
2020-04-29,Maharashtra,106,31,728
2020-04-30,Maharashtra,205,32,597
2020-05-01,Maharashtra,180,27,583
2020-05-02,Maharashtra,106,26,1008
2020-05-03,Maharashtra,121,36,790
2020-05-04,Maharashtra,115,27,678
2020-05-05,Maharashtra,350,35,1567
2020-05-06,Maharashtra,354,34,984
2020-05-07,Maharashtra,275,34,1233
2020-05-08,Maharashtra,207,43,1216
2020-05-09,Maharashtra,169,37,1089
2020-05-10,Maharashtra,330,48,1165
2020-05-11,Maharashtra,399,53,1943
2020-05-12,Maharashtra,587,36,1230
2020-05-13,Maharashtra,339,53,1026
2020-05-14,Maharashtra,422,54,1495
2020-05-15,Maharashtra,512,44,1602
2020-05-16,Maharashtra,505,49,1576
2020-05-17,Maharashtra,524,67,1606
2020-05-18,Maharashtra,600,63,2347
2020-05-19,Maharashtra,749,51,2005
2020-05-20,Maharashtra,1202,76,2078
2020-05-21,Maharashtra,679,65,2161
2020-05-22,Maharashtra,1408,64,2345
2020-05-23,Maharashtra,857,63,2940
2020-05-24,Maharashtra,821,60,2608
2020-05-25,Maharashtra,1196,58,3041
2020-05-26,Maharashtra,1186,60,2436
2020-05-27,Maharashtra,1168,97,2091
2020-05-28,Maharashtra,964,105,2190
2020-05-29,Maharashtra,698,85,2598
2020-05-30,Maharashtra,8381,116,2682
2020-05-31,Maharashtra,1084,99,2940
2020-06-01,Maharashtra,1248,89,2487
2020-06-02,Maharashtra,779,76,2358
2020-06-03,Maharashtra,1225,103,2287
2020-06-04,Maharashtra,996,122,2560
2020-06-05,Maharashtra,1352,123,2933
2020-06-06,Maharashtra,1475,139,2436
2020-06-07,Maharashtra,2234,120,2739
2020-06-08,Maharashtra,1924,91,3007
2020-06-09,Maharashtra,1661,109,2553
2020-06-10,Maharashtra,1663,120,2259
2020-06-11,Maharashtra,1879,149,3254
2020-06-12,Maharashtra,1561,152,3607
2020-06-13,Maharashtra,1718,127,3493
2020-06-14,Maharashtra,1550,113,3427
2020-06-15,Maharashtra,1632,120,3390
2020-06-16,Maharashtra,5071,178,2786
2020-06-17,Maharashtra,1802,1409,2701
2020-06-18,Maharashtra,1315,114,3307
2020-06-19,Maharashtra,1672,100,3752
2020-06-20,Maharashtra,1935,142,3827
2020-06-21,Maharashtra,1380,91,3874
2020-06-22,Maharashtra,1591,186,3870
2020-06-23,Maharashtra,1962,113,3721
2020-06-24,Maharashtra,1925,248,3214
2020-06-25,Maharashtra,4161,208,3890
2020-06-26,Maharashtra,3661,192,4841
2020-06-27,Maharashtra,2362,175,5024
2020-06-28,Maharashtra,4430,167,6368
2020-06-29,Maharashtra,2330,156,5493
2020-06-30,Maharashtra,2385,181,5257
2020-07-01,Maharashtra,1951,245,4878
2020-07-02,Maharashtra,2243,198,5537
2020-07-03,Maharashtra,8018,125,6328
2020-07-04,Maharashtra,3515,198,6364
2020-07-05,Maharashtra,3395,295,7074
2020-07-06,Maharashtra,3658,151,6555
2020-07-07,Maharashtra,3522,204,5368
2020-07-08,Maharashtra,3296,224,5134
2020-07-09,Maharashtra,4634,198,6603
2020-07-10,Maharashtra,4067,219,6875
2020-07-11,Maharashtra,5366,226,7862
2020-07-12,Maharashtra,4360,223,8139
2020-07-13,Maharashtra,3340,173,7827
2020-07-14,Maharashtra,4182,193,6497
2020-07-15,Maharashtra,4500,213,6741
2020-07-16,Maharashtra,3606,233,7975
2020-07-17,Maharashtra,5527,266,8641
2020-07-18,Maharashtra,2217,258,8308
2020-07-19,Maharashtra,5306,144,8348
2020-07-20,Maharashtra,3906,258,9518
2020-07-21,Maharashtra,5460,176,8240
2020-07-22,Maharashtra,7188,246,8336
2020-07-23,Maharashtra,5552,280,10576
2020-07-24,Maharashtra,6484,298,9895
2020-07-25,Maharashtra,5714,278,9615
2020-07-26,Maharashtra,7227,257,9251
2020-07-27,Maharashtra,6044,267,9431
2020-07-28,Maharashtra,8706,227,7924
2020-07-29,Maharashtra,10333,282,7717
2020-07-30,Maharashtra,7478,298,9211
2020-07-31,Maharashtra,8860,266,11147
2020-08-01,Maharashtra,7543,265,10320
2020-08-02,Maharashtra,10725,322,9601
2020-08-03,Maharashtra,9926,260,9509
2020-08-04,Maharashtra,10221,266,8968
2020-08-05,Maharashtra,12326,300,7760
2020-08-06,Maharashtra,6165,334,10309
